idEntrada,state,usuarioOnline,statusSaida,paginaSaida,avaliacao,dataHoraEntrada,dataHoraSaida,dataHoraErro,tempoAcesso,codigo,erro
442,GO,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:00,295,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
443,PB,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:02,319,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
444,RN,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 17:59,216,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
445,PB,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,163,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
446,ES,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:01,260,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
447,PI,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:02,293,500,"""CHAVE PIX INCORRETA"""
448,AM,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:03,346,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
449,TO,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 17:57,18/05/2021 17:56,200,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
450,AM,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:57,44,500,"""INTERNAL SERVER ERROR"""
451,MA,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:02,412,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
452,AL,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,366,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
453,MT,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:00,292,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
454,RN,0,100%,0,n/ avaliado,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,326,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
455,SE,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,350,500,"""INTERNAL SERVER ERROR"""
456,BA,0,20%,4,positiva,18/05/2021 17:57,18/05/2021 17:56,18/05/2021 17:54,200,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
457,BA,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,373,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
458,BA,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:58,182,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
459,MT,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,268,500,"""CLIENTE NAO CADASTRADO"""
460,RN,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,205,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
461,RO,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,345,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
462,CE,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,198,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
463,PI,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,302,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
464,PA,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,193,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
465,RN,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,109,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
466,AC,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:03,385,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
467,PB,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,329,500,"""CHAVE PIX INCORRETA"""
468,ES,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:03,447,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
469,ES,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,248,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
470,SP,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:03,375,500,"""INTERNAL SERVER ERROR"""
471,ES,0,100%,0,positiva,18/05/2021 17:57,18/05/2021 18:05,18/05/2021 18:04,477,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
472,AC,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 18:00,206,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
473,RJ,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:58,81,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
474,SP,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,211,500,"""CLIENTE NAO CADASTRADO"""
475,RS,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,214,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
476,ES,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:01,258,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
477,GO,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:03,445,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
478,SC,0,100%,0,positiva,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 18:00,201,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
479,PB,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:02,285,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
480,SP,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,213,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
481,CE,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 17:59,242,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
482,RO,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:00,278,500,"""CHAVE PIX INCORRETA"""
483,AP,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:02,399,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
484,MS,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,255,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
485,SP,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:02,326,500,"""INTERNAL SERVER ERROR"""
486,MT,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:01,333,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
487,BA,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,350,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
488,RJ,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,171,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
489,PR,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:02,435,500,"""CLIENTE NAO CADASTRADO"""
490,MG,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,194,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
491,MG,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 17:59,227,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
492,TO,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:03,408,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
493,AP,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:03,395,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
494,PA,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:57,109,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
495,PA,0,100%,0,n/ avaliado,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:59,135,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
496,RJ,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:57,77,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
497,PA,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,262,500,"""CHAVE PIX INCORRETA"""
498,BA,0,100%,0,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,260,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
499,SC,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:00,284,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
500,RO,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,306,500,"""INTERNAL SERVER ERROR"""
501,MA,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,168,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
502,PA,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,121,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
503,BA,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:03,363,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
504,ES,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:01,330,500,"""INTERNAL SERVER ERROR"""
505,GO,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:56,59,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
506,PB,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 17:59,229,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
507,PA,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,132,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
508,SE,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 17:57,18/05/2021 17:56,200,500,"""CLIENTE NAO CADASTRADO"""
509,MS,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,258,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
510,SE,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 17:59,230,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
511,CE,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,228,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
512,PE,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:01,266,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
513,MS,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:01,346,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
514,AC,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,265,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
515,SC,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,166,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
516,PR,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:58,152,500,"""CHAVE PIX INCORRETA"""
517,PA,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,224,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
518,PE,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:00,277,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
519,SC,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,115,500,"""INTERNAL SERVER ERROR"""
520,AM,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,218,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
521,SE,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,356,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
522,AC,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,227,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
523,AM,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,156,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
524,MG,0,100%,0,positiva,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 18:00,207,500,"""INTERNAL SERVER ERROR"""
525,SC,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,374,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
526,TO,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,306,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
527,MS,0,20%,4,positiva,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,388,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
528,PR,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:01,257,500,"""CLIENTE NAO CADASTRADO"""
529,ES,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,289,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
530,AL,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,173,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
531,MS,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:00,313,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
532,BA,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,179,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
533,MS,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:57,70,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
534,MA,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,255,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
535,BA,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:05,18/05/2021 18:04,474,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
536,TO,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:01,336,500,"""CHAVE PIX INCORRETA"""
537,PR,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,380,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
538,AM,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,283,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
539,RS,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,167,500,"""INTERNAL SERVER ERROR"""
540,RR,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 17:59,216,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
541,AL,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,207,500,"""INTERNAL SERVER ERROR"""
542,RS,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,184,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
543,SP,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,325,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
544,GO,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:57,96,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
545,GO,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,344,500,"""CLIENTE NAO CADASTRADO"""
546,CE,0,20%,4,n/ avaliado,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:01,344,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
547,PB,0,100%,0,positiva,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,96,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
548,RJ,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,317,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
549,ES,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:06,18/05/2021 18:06,532,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
550,ES,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,173,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
551,RJ,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,341,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
552,PE,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:59,146,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
553,AP,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:03,373,500,"""CHAVE PIX INCORRETA"""
554,ES,0,20%,4,positiva,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:00,270,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
555,RJ,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:03,438,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
556,PR,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:58,65,500,"""INTERNAL SERVER ERROR"""
557,CE,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,234,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
558,SE,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 18:00,177,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
559,RO,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,216,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
560,MT,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:58,164,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
561,AM,0,100%,0,positiva,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:59,140,500,"""INTERNAL SERVER ERROR"""
562,RJ,0,20%,4,n/ avaliado,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,309,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
563,RJ,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,109,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
564,GO,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:03,418,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
565,SC,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,98,500,"""CLIENTE NAO CADASTRADO"""
566,SC,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:01,252,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
567,AP,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,304,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
568,PA,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,310,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
569,RO,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 18:00,204,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
570,PB,0,20%,4,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,250,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
571,ES,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:01,355,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
572,SE,0,20%,4,positiva,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:57,65,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
573,MT,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:59,146,500,"""CHAVE PIX INCORRETA"""
574,RO,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,278,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
575,MT,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 18:00,187,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
576,SP,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:02,404,500,"""INTERNAL SERVER ERROR"""
577,SC,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,321,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
578,GO,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,249,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
579,GO,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:57,59,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
580,AP,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,243,500,"""CLIENTE NAO CADASTRADO"""
581,RS,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 18:00,202,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
582,RR,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 17:59,228,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
583,PA,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,98,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
584,SE,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,300,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
585,SE,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,115,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
586,SE,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 17:59,213,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
587,CE,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,286,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
588,AM,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:59,146,500,"""CHAVE PIX INCORRETA"""
589,MT,0,20%,4,n/ avaliado,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:00,310,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
